,DWJZ,FSRQ,JZZZL,LJJZ
1,0.9620,2009-08-17,-5.96,2.3120
2,1.0230,2009-08-14,-2.39,2.3730
3,1.0480,2009-08-13,1.85,2.3980
4,1.0290,2009-08-12,-3.38,2.3790
5,1.0650,2009-08-11,0.47,2.4150
6,1.0600,2009-08-10,-0.56,2.4100
7,1.0660,2009-08-07,-2.56,2.4160
8,1.0940,2009-08-06,-2.23,2.4440
9,1.1190,2009-08-05,-1.93,2.4690
10,1.1410,2009-08-04,0.09,2.4910
11,1.1400,2009-08-03,0.35,2.4900
12,1.1360,2009-07-31,2.62,2.4860
13,1.1070,2009-07-30,1.75,2.4570
14,1.0880,2009-07-29,-5.39,2.4380
15,1.1500,2009-07-28,-0.17,2.5000
16,1.1520,2009-07-27,1.23,2.5020
17,1.1380,2009-07-24,0.26,2.4880
18,1.1350,2009-07-23,1.70,2.4850
19,1.1160,2009-07-22,1.92,2.4660
0,1.0950,2009-07-21,-1.26,2.4450
1,1.1090,2009-07-20,1.37,2.4590
2,1.0940,2009-07-17,0.37,2.4440
3,1.0900,2009-07-16,0.74,2.4400
4,1.0820,2009-07-15,0.56,2.4320
5,1.0760,2009-07-14,2.67,2.4260
6,1.0480,2009-07-13,-1.50,2.3980
7,1.0640,2009-07-10,0.00,2.4140
8,1.0640,2009-07-09,0.85,2.4140
9,1.0550,2009-07-08,0.76,2.4050
10,1.0470,2009-07-07,-1.41,2.3970
11,1.0620,2009-07-06,0.47,2.4120
12,1.0570,2009-07-03,1.83,2.4070
13,1.0380,2009-07-02,1.07,2.3880
14,1.0270,2009-07-01,1.78,2.3770
15,1.0090,2009-06-30,-0.20,2.3590
16,1.0110,2009-06-29,2.02,2.3610
17,0.9910,2009-06-26,0.30,2.3410
18,0.9880,2009-06-25,0.20,2.3380
19,0.9860,2009-06-24,0.61,2.3360
0,0.9800,2009-06-23,-0.20,2.3300
1,0.9820,2009-06-22,-0.61,2.3320
2,0.9880,2009-06-19,0.71,2.3380
3,0.9810,2009-06-18,1.24,2.3310
4,0.9690,2009-06-17,1.47,2.3190
5,0.9550,2009-06-16,-0.31,2.3050
6,0.9580,2009-06-15,1.91,2.3080
7,0.9400,2009-06-12,-1.47,2.2900
8,0.9540,2009-06-11,-0.73,2.3040
9,0.9610,2009-06-10,0.84,2.3110
10,0.9530,2009-06-09,0.85,2.3030
11,0.9450,2009-06-08,0.21,2.2950
12,0.9430,2009-06-05,-0.21,2.2930
13,0.9450,2009-06-04,-0.21,2.2950
14,0.9470,2009-06-03,1.18,2.2970
15,0.9360,2009-06-02,0.32,2.2860
16,0.9330,2009-06-01,2.64,2.2830
17,0.9090,2009-05-27,0.89,2.2590
18,0.9010,2009-05-26,-0.33,2.2510
19,0.9040,2009-05-25,0.44,2.2540
0,0.9000,2009-05-22,-0.44,2.2500
1,0.9040,2009-05-21,-1.95,2.2540
2,0.9220,2009-05-20,-0.65,2.2720
3,0.9280,2009-05-19,0.43,2.2780
4,0.9240,2009-05-18,0.98,2.2740
5,0.9150,2009-05-15,0.22,2.2650
6,0.9130,2009-05-14,0.00,2.2630
7,0.9130,2009-05-13,0.88,2.2630
8,0.9050,2009-05-12,1.46,2.2550
9,0.8920,2009-05-11,-1.98,2.2420
10,0.9100,2009-05-08,0.44,2.2600
11,0.9060,2009-05-07,-0.55,2.2560
12,0.9110,2009-05-06,1.11,2.2610
13,0.9010,2009-05-05,0.22,2.2510
14,0.8990,2009-05-04,2.28,2.2490
15,0.8790,2009-04-30,0.80,2.2290
16,0.8720,2009-04-29,1.75,2.2220
17,0.8570,2009-04-28,0.59,2.2070
18,0.8520,2009-04-27,-2.07,2.2020
19,0.8700,2009-04-24,-0.68,2.2200
0,0.8760,2009-04-23,0.34,2.2260
1,0.8730,2009-04-22,-3.11,2.2230
2,0.9010,2009-04-21,-0.99,2.2510
3,0.9100,2009-04-20,1.79,2.2600
4,0.8940,2009-04-17,-1.00,2.2440
5,0.9030,2009-04-16,0.00,2.2530
6,0.9030,2009-04-15,0.67,2.2530
7,0.8970,2009-04-14,0.67,2.2470
8,0.8910,2009-04-13,1.95,2.2410
9,0.8740,2009-04-10,2.22,2.2240
10,0.8550,2009-04-09,0.71,2.2050
11,0.8490,2009-04-08,-1.85,2.1990
12,0.8650,2009-04-07,0.35,2.2150
13,0.8620,2009-04-03,-0.81,2.2120
14,0.8690,2009-04-02,0.46,2.2190
15,0.8650,2009-04-01,1.53,2.2150
16,0.8520,2009-03-31,0.47,2.2020
17,0.8480,2009-03-30,-0.47,2.1980
18,0.8520,2009-03-27,0.35,2.2020
19,0.8490,2009-03-26,1.07,2.1990
0,0.8400,2009-03-25,-1.98,2.1900
1,0.8570,2009-03-24,-0.12,2.2070
2,0.8580,2009-03-23,1.42,2.2080
3,0.8460,2009-03-20,-0.24,2.1960
4,0.8480,2009-03-19,1.19,2.1980
5,0.8380,2009-03-18,0.36,2.1880
6,0.8350,2009-03-17,2.08,2.1850
7,0.8180,2009-03-16,0.49,2.1680
8,0.8140,2009-03-13,-0.37,2.1640
9,0.8170,2009-03-12,-0.24,2.1670
10,0.8190,2009-03-11,-0.37,2.1690
11,0.8220,2009-03-10,1.23,2.1720
12,0.8120,2009-03-09,-2.64,2.1620
13,0.8340,2009-03-06,-1.07,2.1840
14,0.8430,2009-03-05,-0.35,2.1930
15,0.8460,2009-03-04,4.32,2.1960
16,0.8110,2009-03-03,-0.25,2.1610
17,0.8130,2009-03-02,0.62,2.1630
18,0.8080,2009-02-27,-1.70,2.1580
19,0.8220,2009-02-26,-3.41,2.1720
0,0.8510,2009-02-25,-0.23,2.2010
1,0.8530,2009-02-24,-2.85,2.2030
2,0.8780,2009-02-23,1.39,2.2280
3,0.8660,2009-02-20,1.29,2.2160
4,0.8550,2009-02-19,1.06,2.2050
5,0.8460,2009-02-18,-3.09,2.1960
6,0.8730,2009-02-17,-1.58,2.2230
7,0.8870,2009-02-16,1.60,2.2370
8,0.8730,2009-02-13,2.59,2.2230
9,0.8510,2009-02-12,-0.47,2.2010
10,0.8550,2009-02-11,0.47,2.2050
11,0.8510,2009-02-10,1.07,2.2010
12,0.8420,2009-02-09,1.81,2.1920
13,0.8270,2009-02-06,2.61,2.1770
14,0.8060,2009-02-05,-0.74,2.1560
15,0.8120,2009-02-04,0.87,2.1620
16,0.8050,2009-02-03,1.90,2.1550
17,0.7900,2009-02-02,0.64,2.1400
18,0.7850,2009-01-23,-0.38,2.1350
19,0.7880,2009-01-22,1.03,2.1380
0,0.7800,2009-01-21,-0.51,2.1300
1,0.7840,2009-01-20,0.13,2.1340
2,0.7830,2009-01-19,0.26,2.1330
3,0.7810,2009-01-16,0.90,2.1310
4,0.7740,2009-01-15,-0.13,2.1240
5,0.7750,2009-01-14,2.24,2.1250
6,0.7580,2009-01-13,-1.94,2.1080
7,0.7730,2009-01-12,-0.13,2.1230
8,0.7740,2009-01-09,0.91,2.1240
9,0.7670,2009-01-08,-1.29,2.1170
10,0.7770,2009-01-07,-0.38,2.1270
11,0.7800,2009-01-06,1.83,2.1300
12,0.7660,2009-01-05,2.54,2.1160
13,0.7470,2008-12-31,-0.40,2.0970
14,0.7500,2008-12-30,-0.27,2.1000
15,0.7520,2008-12-29,0.13,2.1020
16,0.7510,2008-12-26,-0.40,2.1010
17,0.7540,2008-12-25,-0.40,2.1040
18,0.7570,2008-12-24,-0.79,2.1070
19,0.7630,2008-12-23,-3.17,2.1130
0,0.7880,2008-12-22,-0.88,2.1380
1,0.7950,2008-12-19,0.38,2.1450
2,0.7920,2008-12-18,1.41,2.1420
3,0.7810,2008-12-17,0.77,2.1310
4,0.7750,2008-12-16,1.31,2.1250
5,0.7650,2008-12-15,0.92,2.1150
6,0.7580,2008-12-12,-3.07,2.1080
7,0.7820,2008-12-11,-1.64,2.1320
8,0.7950,2008-12-10,1.40,2.1450
9,0.7840,2008-12-09,-1.63,2.1340
10,0.7970,2008-12-08,2.57,2.1470
11,0.7770,2008-12-05,0.65,2.1270
12,0.7720,2008-12-04,0.78,2.1220
13,0.7660,2008-12-03,3.37,2.1160
14,0.7410,2008-12-02,0.00,2.0910
15,0.7410,2008-12-01,1.37,2.0910
16,0.7310,2008-11-28,-0.81,2.0810
17,0.7370,2008-11-27,1.38,2.0870
18,0.7270,2008-11-26,0.55,2.0770
19,0.7230,2008-11-25,-0.14,2.0730
0,0.7240,2008-11-24,-2.69,2.0740
1,0.7440,2008-11-21,-0.53,2.0940
2,0.7480,2008-11-20,-1.32,2.0980
3,0.7580,2008-11-19,3.98,2.1080
4,0.7290,2008-11-18,-4.83,2.0790
5,0.7660,2008-11-17,1.73,2.1160
6,0.7530,2008-11-14,2.73,2.1030
7,0.7330,2008-11-13,3.39,2.0830
8,0.7090,2008-11-12,0.71,2.0590
9,0.7040,2008-11-11,-0.42,2.0540
10,0.7070,2008-11-10,5.05,2.0570
11,0.6730,2008-11-07,0.30,2.0230
12,0.6710,2008-11-06,-1.90,2.0210
13,0.6840,2008-11-05,2.40,2.0340
14,0.6680,2008-11-04,-1.18,2.0180
15,0.6760,2008-11-03,-0.59,2.0260
16,0.6800,2008-10-31,-1.31,2.0300
17,0.6890,2008-10-30,1.03,2.0390
18,0.6820,2008-10-29,-1.30,2.0320
19,0.6910,2008-10-28,1.47,2.0410
0,0.6810,2008-10-27,-4.35,2.0310
1,0.7120,2008-10-24,-1.25,2.0620
2,0.7210,2008-10-23,0.00,2.0710
3,0.7210,2008-10-22,-1.37,2.0710
4,0.7310,2008-10-21,0.00,2.0810
5,0.7310,2008-10-20,1.53,2.0810
6,0.7200,2008-10-17,0.28,2.0700
7,0.7180,2008-10-16,-3.49,2.0680
8,0.7440,2008-10-15,-0.93,2.0940
9,0.7510,2008-10-14,-1.70,2.1010
10,0.7640,2008-10-13,1.33,2.1140
11,0.7540,2008-10-10,-3.08,2.1040
12,0.7780,2008-10-09,-1.14,2.1280
13,0.7870,2008-10-08,-1.87,2.1370
14,0.8020,2008-10-07,-0.74,2.1520
15,0.8080,2008-10-06,-4.04,2.1580
16,0.8420,2008-09-30,0.00,2.1920
17,0.8420,2008-09-26,0.48,2.1920
18,0.8380,2008-09-25,2.82,2.1880
19,0.8150,2008-09-24,0.99,2.1650
0,0.8070,2008-09-23,-2.89,2.1570
1,0.8310,2008-09-22,3.23,2.1810
2,0.8050,2008-09-19,6.34,2.1550
3,0.7570,2008-09-18,-1.17,2.1070
4,0.7660,2008-09-17,-1.54,2.1160
5,0.7780,2008-09-16,-2.99,2.1280
6,0.8020,2008-09-12,0.00,2.1520
7,0.8020,2008-09-11,-1.60,2.1520
8,0.8150,2008-09-10,-0.12,2.1650
9,0.8160,2008-09-09,0.62,2.1660
10,0.8110,2008-09-08,-1.10,2.1610
11,0.8200,2008-09-05,-1.32,2.1700
12,0.8310,2008-09-04,0.00,2.1810
13,0.8310,2008-09-03,-1.42,2.1810
14,0.8430,2008-09-02,-1.17,2.1930
15,0.8530,2008-09-01,-1.50,2.2030
16,0.8660,2008-08-29,1.29,2.2160
17,0.8550,2008-08-28,0.23,2.2050
18,0.8530,2008-08-27,-1.50,2.2030
19,0.8660,2008-08-26,-2.37,2.2160
0,0.8870,2008-08-25,-0.45,2.2370
1,0.8910,2008-08-22,-1.44,2.2410
2,0.9040,2008-08-21,-2.38,2.2540
3,0.9260,2008-08-20,4.63,2.2760
4,0.8850,2008-08-19,0.34,2.2350
5,0.8820,2008-08-18,-3.29,2.2320
6,0.9120,2008-08-15,0.11,2.2620
7,0.9110,2008-08-14,0.33,2.2610
8,0.9080,2008-08-13,0.33,2.2580
9,0.9050,2008-08-12,0.22,2.2550
10,0.9030,2008-08-11,-3.11,2.2530
11,0.9320,2008-08-08,-2.31,2.2820
12,0.9540,2008-08-07,-0.10,2.3040
13,0.9550,2008-08-06,-0.31,2.3050
14,0.9580,2008-08-05,-2.15,2.3080
15,0.9790,2008-08-04,-0.91,2.3290
16,0.9880,2008-08-01,0.30,2.3380
17,0.9850,2008-07-31,-1.70,2.3350
18,1.0020,2008-07-30,-0.60,2.3520
19,1.0080,2008-07-29,-0.89,2.3580
0,1.0170,2008-07-28,0.69,2.3670
1,1.0100,2008-07-25,-0.59,2.3600
2,1.0160,2008-07-24,1.50,2.3660
3,1.0010,2008-07-23,-0.69,2.3510
4,1.0080,2008-07-22,-0.10,2.3580
5,1.0090,2008-07-21,2.44,2.3590
6,0.9850,2008-07-18,1.44,2.3350
7,0.9710,2008-07-17,-0.21,2.3210
8,0.9730,2008-07-16,-1.92,2.3230
9,0.9920,2008-07-15,-2.27,2.3420
10,1.0150,2008-07-14,0.79,2.3650
11,1.0070,2008-07-11,-0.40,2.3570
12,1.0110,2008-07-10,-1.08,2.3610
13,1.0220,2008-07-09,1.79,2.3720
14,1.0040,2008-07-08,0.90,2.3540
15,0.9950,2008-07-07,2.90,2.3450
16,0.9670,2008-07-04,-0.92,2.3170
17,0.9760,2008-07-03,2.09,2.3260
18,0.9560,2008-07-02,0.21,2.3060
19,0.9540,2008-07-01,-1.55,2.3040
0,0.9690,2008-06-30,-1.02,2.3190
1,0.9790,2008-06-27,-3.26,2.3290
2,1.0120,2008-06-26,0.00,2.3620
3,1.0120,2008-06-25,2.64,2.3620
4,0.9860,2008-06-24,1.23,2.3360
5,0.9740,2008-06-23,-1.72,2.3240
6,0.9910,2008-06-20,1.33,2.3410
7,0.9780,2008-06-19,-4.12,2.3280
8,1.0200,2008-06-18,3.03,2.3700
9,0.9900,2008-06-17,-2.17,2.3400
10,1.0120,2008-06-16,-1.08,2.3620
11,1.0230,2008-06-13,-1.63,2.3730
12,1.0400,2008-06-12,-1.42,2.3900
13,1.0550,2008-06-11,-0.75,2.4050
14,1.0630,2008-06-10,-4.58,2.4130
15,1.1140,2008-06-06,-0.36,2.4640
16,1.1180,2008-06-05,-0.89,2.4680
17,1.1280,2008-06-04,-0.97,2.4780
18,1.1390,2008-06-03,0.09,2.4890
19,1.1380,2008-06-02,0.26,2.4880
0,1.1350,2008-05-30,-0.35,2.4850
1,1.1390,2008-05-29,-1.39,2.4890
2,1.1550,2008-05-28,1.76,2.5050
3,1.1350,2008-05-27,0.09,2.4850
4,1.1340,2008-05-26,-1.13,2.4840
5,1.1470,2008-05-23,-0.86,2.4970
6,1.1570,2008-05-22,-0.86,2.5070
7,1.1670,2008-05-21,1.13,2.5170
8,1.1540,2008-05-20,-3.59,2.5040
9,1.1970,2008-05-19,-0.42,2.5470
10,1.2020,2008-05-16,-0.25,2.5520
11,1.2050,2008-05-15,-0.17,2.5550
12,1.2070,2008-05-14,1.94,2.5570
13,1.1840,2008-05-13,-0.59,2.5340
14,1.1910,2008-05-12,0.85,2.5410
15,1.1810,2008-05-09,-0.34,2.5310
16,1.1850,2008-05-08,2.51,2.5350
17,1.1560,2008-05-07,-2.36,2.5060
18,1.1840,2008-05-06,-0.75,2.5340
19,1.1930,2008-05-05,1.45,2.5430
0,1.1760,2008-04-30,2.98,2.5260
1,1.1420,2008-04-29,1.06,2.4920
2,1.1300,2008-04-28,-1.40,2.4800
3,1.1460,2008-04-25,-0.35,2.4960
4,1.1500,2008-04-24,5.89,2.5000
5,1.0860,2008-04-23,3.33,2.4360
6,1.0510,2008-04-22,0.48,2.4010
7,1.0460,2008-04-21,0.10,2.3960
8,1.0450,2008-04-18,-1.32,2.3950
9,1.0590,2008-04-17,-2.04,2.4090
10,1.0810,2008-04-16,-1.10,2.4310
11,1.0930,2008-04-15,0.46,2.4430
12,1.0880,2008-04-14,-3.72,2.4380
13,1.1300,2008-04-11,0.89,2.4800
14,1.1200,2008-04-10,0.72,2.4700
15,1.1120,2008-04-09,-3.22,2.4620
16,1.1490,2008-04-08,0.97,2.4990
17,1.1380,2008-04-07,3.55,2.4880
18,1.0990,2008-04-03,1.10,2.4490
19,1.0870,2008-04-02,-0.91,2.4370
0,1.0970,2008-04-01,-3.26,2.4470
1,1.1340,2008-03-31,-1.82,2.4840
2,1.1550,2008-03-28,2.85,2.5050
3,1.1230,2008-03-27,-2.43,2.4730
4,1.1510,2008-03-26,0.26,2.5010
5,1.1480,2008-03-25,0.88,2.4980
6,1.1380,2008-03-24,-3.23,2.4880
7,1.1760,2008-03-21,0.94,2.5260
8,1.1650,2008-03-20,2.01,2.5150
9,1.1420,2008-03-19,2.06,2.4920
10,1.1190,2008-03-18,-3.28,2.4690
11,1.1570,2008-03-17,-3.10,2.5070
12,1.1940,2008-03-14,-1.32,2.5440
13,1.2100,2008-03-13,-1.71,2.5600
14,1.2310,2008-03-12,-2.30,2.5810
15,1.2600,2008-03-11,0.00,2.6100
16,1.2600,2008-03-10,-3.08,2.6100
17,1.3000,2008-03-07,-0.61,2.6500
18,1.3080,2008-03-06,0.54,2.6580
19,1.3010,2008-03-05,-1.21,2.6510
0,1.3170,2008-03-04,-1.72,2.6670
1,1.3400,2008-03-03,2.29,2.6900
2,1.3100,2008-02-29,0.69,2.6600
3,1.3010,2008-02-28,-0.08,2.6510
4,1.3020,2008-02-27,1.56,2.6520
5,1.2820,2008-02-26,-0.31,2.6320
6,1.2860,2008-02-25,-2.13,2.6360
7,1.3140,2008-02-22,-2.81,2.6640
8,1.3520,2008-02-21,0.07,2.7020
9,1.3510,2008-02-20,-1.89,2.7010
10,1.3770,2008-02-19,1.47,2.7270
11,1.3570,2008-02-18,1.57,2.7070
12,1.3360,2008-02-15,-1.47,2.6860
13,1.3560,2008-02-14,0.82,2.7060
14,1.3450,2008-02-13,-2.04,2.6950
15,1.3730,2008-02-05,-0.58,2.7230
16,1.3810,2008-02-04,5.82,2.7310
17,1.3050,2008-02-01,-0.08,2.6550
18,1.3060,2008-01-31,-1.29,2.6560
19,1.3230,2008-01-30,-0.97,2.6730
0,1.3360,2008-01-29,0.23,2.6860
1,1.3330,2008-01-28,-4.72,2.6830
2,1.3990,2008-01-25,0.87,2.7490
3,1.3870,2008-01-24,0.80,2.7370
4,1.3760,2008-01-23,3.85,2.7260
5,1.3250,2008-01-22,-4.68,2.6750
6,1.3900,2008-01-21,-3.81,2.7400
7,1.4450,2008-01-18,0.14,2.7950
8,1.4430,2008-01-17,-1.77,2.7930
9,1.4690,2008-01-16,-3.16,2.8190
10,1.5170,2008-01-15,-0.72,2.8670
11,1.5280,2008-01-14,1.13,2.8780
12,1.5110,2008-01-11,0.60,2.8610
13,1.5020,2008-01-10,1.28,2.8520
14,1.4830,2008-01-09,0.95,2.8330
15,1.4690,2008-01-08,0.27,2.8190
16,1.4650,2008-01-07,0.76,2.8150
17,1.4540,2008-01-04,0.55,2.8040
18,1.4460,2008-01-03,0.21,2.7960
19,1.4430,2008-01-02,-0.28,2.7930
0,1.4470,2007-12-31,0.00,2.7970
1,1.4470,2007-12-29,0.00,2.7970
2,1.4470,2007-12-28,0.07,2.7970
3,1.4460,2007-12-27,1.69,2.7960
4,1.4220,2007-12-26,0.64,2.7720
5,1.4130,2007-12-25,0.28,2.7630
6,1.4090,2007-12-24,1.15,2.7590
7,1.3930,2007-12-21,1.02,2.7430
8,1.3790,2007-12-20,1.03,2.7290
9,1.3650,2007-12-19,1.79,2.7150
10,1.3410,2007-12-18,0.15,2.6910
11,1.3390,2007-12-17,-2.69,2.6890
12,1.3760,2007-12-14,2.30,2.7260
13,1.3450,2007-12-13,-3.10,2.6950
14,1.3880,2007-12-12,-1.00,2.7380
15,1.4020,2007-12-11,-0.07,2.7520
16,1.4030,2007-12-10,0.79,2.7530
17,1.3920,2007-12-07,1.61,2.7420
18,1.3700,2007-12-06,-0.15,2.7200
19,1.3720,2007-12-05,2.62,2.7220
0,1.3370,2007-12-04,1.52,2.6870
1,1.3170,2007-12-03,1.23,2.6670
2,1.3010,2007-11-30,-1.36,2.6510
3,1.3190,2007-11-29,3.13,2.6690
4,1.2790,2007-11-28,-1.62,2.6290
5,1.3000,2007-11-27,-1.89,2.6500
6,1.3250,2007-11-26,-1.05,2.6750
7,1.3390,2007-11-23,1.44,2.6890
8,1.3200,2007-11-22,-3.93,2.6700
9,1.3740,2007-11-21,-0.87,2.7240
10,1.3860,2007-11-20,2.14,2.7360
11,1.3570,2007-11-19,-0.73,2.7070
12,1.3670,2007-11-16,-1.80,2.7170
13,1.3920,2007-11-15,-1.49,2.7420
14,1.4130,2007-11-14,3.59,2.7630
15,1.3640,2007-11-13,-0.66,2.7140
16,1.3730,2007-11-12,0.51,2.7230
17,1.3660,2007-11-09,-1.23,2.7160
18,1.3830,2007-11-08,-4.16,2.7330
19,1.4430,2007-11-07,-0.21,2.7930
0,1.4460,2007-11-06,0.07,2.7960
1,1.4450,2007-11-05,-2.30,2.7950
2,1.4790,2007-11-02,-2.50,2.8290
3,1.5170,2007-11-01,-1.37,2.8670
4,1.5380,2007-10-31,1.79,2.8880
5,1.5110,2007-10-30,0.27,2.8610
6,1.5070,2007-10-29,1.89,2.8570
7,1.4790,2007-10-26,1.79,2.8290
8,1.4530,2007-10-25,-3.13,2.8030
9,1.5000,2007-10-24,0.94,2.8500
10,1.4860,2007-10-23,1.57,2.8360
11,1.4630,2007-10-22,-1.75,2.8130
12,1.4890,2007-10-19,0.34,2.8390
13,1.4840,2007-10-18,-3.32,2.8340
14,1.5350,2007-10-17,-1.35,2.8850
15,1.5560,2007-10-16,1.43,2.9060
16,1.5340,2007-10-15,0.99,2.8840
17,1.5190,2007-10-12,-1.04,2.8690
18,1.5350,2007-10-11,1.05,2.8850
19,1.5190,2007-10-10,0.66,2.8690
0,1.5090,2007-10-09,-0.59,2.8590
1,1.5180,2007-10-08,1.95,2.8680
2,1.4890,2007-09-30,0.00,2.8390
3,1.4890,2007-09-28,2.83,2.8390
4,1.4480,2007-09-27,0.84,2.7980
5,1.4360,2007-09-26,-1.31,2.7860
6,1.4550,2007-09-25,-0.95,2.8050
7,1.4690,2007-09-24,1.17,2.8190
8,1.4520,2007-09-21,-1.29,2.8020
9,1.4710,2007-09-20,0.82,2.8210
10,1.4590,2007-09-19,-0.75,2.8090
11,1.4700,2007-09-18,-1.61,2.8200
12,1.4940,2007-09-17,1.08,2.8440
13,1.4780,2007-09-14,1.09,2.8280
14,1.4620,2007-09-13,3.03,2.8120
15,1.4190,2007-09-12,0.92,2.7690
16,1.4060,2007-09-11,-3.90,2.7560
17,1.4630,2007-09-10,1.67,2.8130
18,1.4390,2007-09-07,-1.77,2.7890
19,1.4650,2007-09-06,1.17,2.8150
0,1.4480,2007-09-05,-0.34,2.7980
1,1.4530,2007-09-04,-2.15,2.8030
2,1.4850,2007-09-03,2.06,2.8350
3,1.4550,2007-08-31,2.18,2.8050
4,1.4240,2007-08-30,0.92,2.7740
5,1.4110,2007-08-29,-1.60,2.7610
6,1.4340,2007-08-28,0.21,2.7840
7,1.4310,2007-08-27,0.56,2.7810
8,1.4230,2007-08-24,1.35,2.7730
9,1.4040,2007-08-23,1.30,2.7540
10,1.3860,2007-08-22,0.95,2.7360
11,1.3730,2007-08-21,1.25,2.7230
12,1.3560,2007-08-20,5.61,2.7060
13,1.2840,2007-08-17,-2.36,2.6340
14,1.3150,2007-08-16,-2.01,2.6650
15,1.3420,2007-08-15,0.30,2.6920
16,1.3380,2007-08-14,0.75,2.6880
17,1.3280,2007-08-13,-0.15,2.6780
18,1.3300,2007-08-10,-1.34,2.6800
19,1.3480,2007-08-09,2.43,2.6980
0,1.3160,2007-08-08,-1.05,2.6660
1,1.3300,2007-08-07,0.15,2.6800
2,1.3280,2007-08-06,1.61,2.6780
3,1.3070,2007-08-03,3.98,2.6570
4,1.2570,2007-08-02,2.95,2.6070
5,1.2210,2007-08-01,-2.48,2.5710
6,1.2520,2007-07-31,1.38,2.6020
7,1.2350,2007-07-30,1.81,2.5850
8,1.2130,2007-07-27,0.00,2.5630
9,1.2130,2007-07-26,0.58,2.5630
10,1.2060,2007-07-25,0.67,2.5560
11,1.1980,2007-07-24,-0.08,2.5480
12,1.1990,2007-07-23,3.18,2.5490
13,1.1620,2007-07-20,2.65,2.5120
14,1.1320,2007-07-19,-0.26,2.4820
15,1.1350,2007-07-18,0.44,2.4850
16,1.1300,2007-07-17,1.59,2.4800
17,2.3230,2007-07-16,-2.02,2.4430
18,2.3710,2007-07-13,0.34,2.4910
19,2.3630,2007-07-12,0.98,2.4830
0,2.3400,2007-07-11,0.04,2.4600
1,2.3390,2007-07-10,-0.97,2.4590
2,2.3620,2007-07-09,2.16,2.4820
3,2.3120,2007-07-06,3.72,2.4320
4,2.2290,2007-07-05,-4.50,2.3490
5,2.3340,2007-07-04,-1.64,2.4540
6,2.3730,2007-07-03,1.32,2.4930
7,2.3420,2007-07-02,-0.43,2.4620
8,2.3520,2007-06-30,0.00,2.4720
9,2.3520,2007-06-29,-2.73,2.4720
10,2.4180,2007-06-28,-3.70,2.5380
11,2.5110,2007-06-27,2.36,2.6310
12,2.4530,2007-06-26,0.95,2.5730
13,2.4300,2007-06-25,-2.21,2.5500
14,2.4850,2007-06-22,-1.70,2.6050
15,2.5280,2007-06-21,1.49,2.6480
16,2.4910,2007-06-20,-0.95,2.6110
17,2.5150,2007-06-19,-0.59,2.6350
18,2.5300,2007-06-18,2.26,2.6500
19,2.4740,2007-06-15,0.77,2.5940
0,2.4550,2007-06-14,-0.73,2.5750
1,2.4730,2007-06-13,1.39,2.5930
2,2.4390,2007-06-12,2.31,2.5590
3,2.3840,2007-06-11,4.20,2.5040
4,2.2880,2007-06-08,0.93,2.4080
5,2.2670,2007-06-07,2.53,2.3870
6,2.2110,2007-06-06,1.05,2.3310
7,2.1880,2007-06-05,3.21,2.3080
8,2.1200,2007-06-04,-5.99,2.2400
9,2.2550,2007-06-01,-0.79,2.3750
10,2.2730,2007-05-31,2.62,2.3930
11,2.2150,2007-05-30,-6.62,2.3350
12,2.3720,2007-05-29,2.24,2.4920
13,2.3200,2007-05-28,2.20,2.4400
14,2.2700,2007-05-25,2.30,2.3900
15,2.2190,2007-05-24,-0.76,2.3390
16,2.2360,2007-05-23,0.68,2.3560
17,2.2210,2007-05-22,0.45,2.3410
18,2.2110,2007-05-21,0.55,2.3310
19,2.1990,2007-05-18,-0.18,2.3190
0,2.2030,2007-05-17,1.76,2.3230
1,2.1650,2007-05-16,2.70,2.2850
2,2.1080,2007-05-15,-2.09,2.2280
3,2.1530,2007-05-14,1.37,2.2730
4,2.1240,2007-05-11,-0.65,2.2440
5,2.1380,2007-05-10,0.56,2.2580
6,2.1260,2007-05-09,-0.37,2.2460
7,2.1340,2007-05-08,2.15,2.2540
8,2.0890,2007-04-30,1.31,2.2090
9,2.0620,2007-04-27,-2.14,2.1820
10,2.1070,2007-04-26,0.72,2.2270
11,2.0920,2007-04-25,0.29,2.2120
12,2.0860,2007-04-24,0.14,2.2060
13,2.0830,2007-04-23,2.86,2.2030
14,2.0250,2007-04-20,3.95,2.1450
15,1.9480,2007-04-19,-2.89,2.0680
16,2.0060,2007-04-18,0.45,2.1260
17,1.9970,2007-04-17,-0.89,2.1170
18,2.0150,2007-04-16,2.65,2.1350
19,1.9630,2007-04-13,-0.36,2.0830
0,1.9700,2007-04-12,1.86,2.0900
1,1.9340,2007-04-11,1.47,2.0540
2,1.9060,2007-04-10,1.44,2.0260
3,1.8790,2007-04-09,0.97,1.9990
4,1.8610,2007-04-06,0.00,1.9810
5,1.8610,2007-04-05,0.38,1.9810
6,1.8540,2007-04-04,0.87,1.9740
7,1.8380,2007-04-03,0.93,1.9580
8,1.8210,2007-04-02,2.48,1.9410
9,1.7770,2007-03-31,0.00,1.8970
10,1.7770,2007-03-30,-0.11,1.8970
11,1.7790,2007-03-29,-0.61,1.8990
12,1.7900,2007-03-28,0.39,1.9100
13,1.7830,2007-03-27,-0.34,1.9030
14,1.7890,2007-03-26,1.30,1.9090
15,1.7660,2007-03-23,-0.06,1.8860
16,1.7670,2007-03-22,0.86,1.8870
